City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,kurchatov,51.6601,35.6521,275.99,88,100,7.16,RU,2024-12-31
280,acapulco de juarez,16.8634,-99.8901,296.05,83,75,2.57,MX,2024-12-31
281,hasaki,35.7333,140.8333,281.03,40,4,11.07,JP,2024-12-31
282,kodiak,57.79,-152.4072,277.88,87,100,15.95,US,2024-12-31
283,ebaye,8.7748,167.7392,300.16,83,75,5.66,MH,2024-12-31
284,galveston,29.3669,-94.9669,291.51,65,0,2.24,US,2024-12-31
285,'ain deheb,34.8422,1.547,278.37,80,100,4.1,DZ,2024-12-31
286,zalingei,12.9096,23.4741,303.77,8,1,1.95,SD,2024-12-31
287,port blair,11.6667,92.75,300.17,78,75,4.63,IN,2024-12-31
288,port lincoln,-34.7333,135.8667,289.59,83,2,5.31,AU,2024-12-31
289,bairnsdale,-37.8333,147.6167,288.18,92,8,1.62,AU,2024-12-31
290,nizhniy kuranakh,58.8353,125.4869,248.23,100,100,0.75,RU,2024-12-31
291,viqueque,-8.8673,126.3658,298.27,87,100,1.5,TL,2024-12-31
292,kazlu ruda,54.7667,23.5,275.93,85,100,5.39,LT,2024-12-31
293,portland,45.5234,-122.6762,276.25,96,73,3.13,US,2024-12-31
294,kidal,18.4411,1.4078,302.51,10,0,3.78,ML,2024-12-31
295,haifa,32.8156,34.9892,285.67,82,40,3.09,IL,2024-12-31
296,callao,-12.0667,-77.15,295.31,78,0,3.09,PE,2024-12-31
297,as sulayyil,20.4607,45.5779,297.24,21,100,2.63,SA,2024-12-31
298,khash,28.2211,61.2158,286.28,64,95,3.62,IR,2024-12-31
299,turaif,31.6725,38.6637,281.29,76,75,3.09,SA,2024-12-31
300,tottori,35.5,134.2333,279.13,61,100,4.18,JP,2024-12-31
301,mount isa,-20.7333,139.5,293.02,40,0,2.06,AU,2024-12-31
302,moussoro,13.6408,16.4901,304.92,9,10,7.48,TD,2024-12-31
303,kaa-khem,51.6833,94.7333,249.73,93,17,1.95,RU,2024-12-31
304,mansoa,12.0733,-15.3189,310.82,11,0,3.77,GW,2024-12-31
305,selma,36.5708,-119.6121,277.64,100,0,1.54,US,2024-12-31
306,iskateley,67.6803,53.1512,267.84,92,100,11.58,RU,2024-12-31
307,revda,56.801,59.9303,268.43,89,100,4.83,RU,2024-12-31
308,baruun-urt,46.6806,113.2792,257.07,81,87,3.06,MN,2024-12-31
309,nuuk,64.1835,-51.7216,264.49,57,20,3.09,GL,2024-12-31
310,port mathurin,-19.6833,63.4167,298.93,70,49,5.13,MU,2024-12-31
311,tazovsky,67.4667,78.7,264.11,93,100,9.93,RU,2024-12-31
312,lerwick,60.1545,-1.1494,275.18,96,100,15.93,GB,2024-12-31
313,sumbawa besar,-8.5,117.4333,297.39,100,100,1.76,ID,2024-12-31
314,utraula,27.3167,82.4167,286.82,54,0,3.71,IN,2024-12-31
315,mendoza,-32.8908,-68.8272,301.87,41,13,3.53,AR,2024-12-31
316,sao vicente,-23.9631,-46.3919,300.34,83,48,2.68,BR,2024-12-31
317,berriane,32.8265,3.7669,285.83,56,100,10.06,DZ,2024-12-31
318,cova figueira,14.8905,-24.2934,294.35,58,71,3.77,CV,2024-12-31
319,muslyumovo,55.3033,53.1947,269.72,93,100,4.66,RU,2024-12-31
320,puerto madero,14.7208,-92.4215,299.26,83,20,0.0,MX,2024-12-31
321,greymouth,-42.4667,171.2,283.69,86,13,3.09,NZ,2024-12-31
322,quang ngai,15.1167,108.8,292.59,92,100,2.04,VN,2024-12-31
323,plettenberg bay,-34.0527,23.3716,294.4,63,75,4.94,ZA,2024-12-31
324,sawakin,19.1059,37.3321,296.38,58,100,7.15,SD,2024-12-31
325,melfort,52.8667,-104.6177,258.22,85,100,4.63,CA,2024-12-31
326,kayangel,8.0823,134.7173,301.79,78,100,5.94,PW,2024-12-31
327,pemba,-12.974,40.5178,303.54,79,75,5.58,MZ,2024-12-31
328,la passe,45.5549,-0.8967,281.75,65,8,2.11,FR,2024-12-31
329,shancheng,34.7953,116.0817,276.86,37,0,3.53,CN,2024-12-31
330,sao francisco de assis,-29.5503,-55.1311,305.95,37,0,2.97,BR,2024-12-31
331,pisco,-13.7,-76.2167,295.38,88,97,2.57,PE,2024-12-31
332,rongelap,11.1635,166.8941,300.39,77,2,7.71,MH,2024-12-31
333,ciudad bolivar,8.1222,-63.5497,303.62,54,100,3.7,VE,2024-12-31
334,micheweni,-4.9667,39.8333,301.17,79,27,6.88,TZ,2024-12-31
335,port moresby,-9.4431,147.1797,298.14,89,28,1.26,PG,2024-12-31
336,tangalle,6.024,80.7911,298.37,88,95,5.32,LK,2024-12-31
337,ulladulla,-35.35,150.4667,291.26,95,26,1.27,AU,2024-12-31
338,tabou,4.423,-7.3528,303.38,62,48,4.99,CI,2024-12-31
339,viedma,-40.8135,-62.9967,297.26,24,6,3.59,AR,2024-12-31
340,areado,-21.3586,-46.1456,299.9,62,35,1.51,BR,2024-12-31
341,mhamid,29.82,-5.72,287.51,33,3,0.6,MA,2024-12-31
342,itoman,26.1247,127.6694,289.16,63,75,3.6,JP,2024-12-31
343,aljustrel,37.8776,-8.1652,287.93,49,64,2.12,PT,2024-12-31
344,meadow lakes,61.6247,-149.6011,266.64,64,99,2.68,US,2024-12-31
345,el jadid,33.2549,-8.506,289.92,65,41,3.07,MA,2024-12-31
346,tarnogskiy gorodok,60.4997,43.5761,269.28,86,100,5.31,RU,2024-12-31
347,ak-suu,42.4995,78.527,267.52,60,17,3.94,KG,2024-12-31
348,mar del plata,-38.0023,-57.5575,298.44,70,100,6.94,AR,2024-12-31
349,harper,4.375,-7.7169,303.29,64,42,5.57,LR,2024-12-31
350,twon-brass,4.3151,6.2418,301.78,74,95,6.97,NG,2024-12-31
351,howrah,22.5892,88.3103,292.15,68,0,2.57,IN,2024-12-31
352,muisne,0.6,-80.0333,297.97,82,98,3.65,EC,2024-12-31
353,belo sur tsiribihina,-19.7,44.55,301.68,70,87,3.18,MG,2024-12-31
354,tuy hoa,13.0833,109.3,294.01,93,100,3.54,VN,2024-12-31
355,poronaysk,49.2167,143.1167,250.57,100,91,3.14,RU,2024-12-31
356,boa esperanca,-21.09,-45.5658,299.45,66,51,2.02,BR,2024-12-31
357,margate,51.3813,1.3862,283.08,85,100,0.89,GB,2024-12-31
358,manggar,-2.8833,108.2667,298.72,86,98,2.91,ID,2024-12-31
359,alice springs,-23.7,133.8833,298.9,17,94,2.06,AU,2024-12-31
360,belokurikha,51.9959,84.9896,260.69,91,5,2.59,RU,2024-12-31
361,manicore,-5.8092,-61.3003,300.12,93,100,1.14,BR,2024-12-31
362,red bluff,40.1785,-122.2358,274.22,75,0,1.54,US,2024-12-31
363,luwingu,-10.2621,29.9271,292.15,91,100,1.35,ZM,2024-12-31
364,fojnica,43.9625,17.8983,276.47,93,29,1.8,BA,2024-12-31
365,daru,-9.0763,143.2092,300.38,69,42,1.82,PG,2024-12-31
366,east london,-33.0153,27.9116,295.67,64,20,9.26,ZA,2024-12-31
367,ome,35.7839,139.2431,278.74,41,0,7.72,JP,2024-12-31
368,chegdomyn,51.1167,133.0167,241.35,100,46,0.73,RU,2024-12-31
369,dawson creek,55.7666,-120.2362,258.95,78,75,4.12,CA,2024-12-31
370,north bondi,-33.8824,151.2769,295.54,81,1,2.57,AU,2024-12-31
371,palikir - national government center,6.9248,158.1611,297.56,94,75,0.0,FM,2024-12-31
372,jining,35.405,116.5814,275.43,47,0,3.35,CN,2024-12-31
373,san patricio,28.017,-97.5169,287.12,45,1,7.58,US,2024-12-31
374,prainha,-1.8,-53.48,303.53,57,95,1.15,BR,2024-12-31
375,neiafu,-18.65,-173.9833,299.53,83,20,0.0,TO,2024-12-31
376,bridgeport,41.167,-73.2048,282.64,68,0,2.06,US,2024-12-31
377,challapata,-18.9,-66.7667,289.31,41,66,3.9,BO,2024-12-31
378,necochea,-38.5473,-58.7368,301.16,40,100,6.68,AR,2024-12-31
379,kasongo-lunda,-6.4667,16.8167,303.83,57,96,0.57,CD,2024-12-31
380,saint-pierre,-21.3393,55.4781,300.97,69,0,7.72,RE,2024-12-31
381,lata,40.1629,-8.3327,288.98,47,7,1.87,PT,2024-12-31
382,hadibu,12.65,54.0333,297.14,69,19,3.12,YE,2024-12-31
383,kushiro,42.975,144.3747,270.36,87,100,5.29,JP,2024-12-31
384,cedro,-6.6067,-39.0622,310.37,22,13,3.74,BR,2024-12-31
385,aral,40.5156,81.2636,266.31,74,30,2.02,CN,2024-12-31
386,fereydun kenar,36.6864,52.5225,283.84,66,88,4.2,IR,2024-12-31
387,arkalyk,50.2486,66.9114,254.76,100,82,3.35,KZ,2024-12-31
388,puerto deseado,-47.7503,-65.8938,289.69,42,0,7.12,AR,2024-12-31
389,camana,-16.6228,-72.7111,295.82,77,99,4.49,PE,2024-12-31
390,wanganui,-39.9333,175.05,287.39,73,100,6.81,NZ,2024-12-31
391,huaraz,-9.5333,-77.5333,289.51,59,79,0.86,PE,2024-12-31
392,mili,6.0815,171.735,299.95,82,100,8.79,MH,2024-12-31
393,pasuquin,18.3328,120.6177,300.12,74,75,4.12,PH,2024-12-31
394,kerikeri,-35.2268,173.9474,288.66,86,3,0.45,NZ,2024-12-31
395,nouadhibou,20.931,-17.0347,298.14,29,2,6.17,MR,2024-12-31
396,korla,41.7597,86.1469,262.7,89,19,1.65,CN,2024-12-31
397,hammerfest,70.6634,23.6821,273.4,93,100,2.57,NO,2024-12-31
398,gunnison,38.7,-107.0673,257.62,95,100,0.63,US,2024-12-31
399,christchurch,-43.5333,172.6333,285.26,91,75,4.12,NZ,2024-12-31
400,yatou,37.15,122.3833,273.04,48,0,2.32,CN,2024-12-31
401,uruguaiana,-29.7547,-57.0883,305.14,42,0,3.32,BR,2024-12-31
402,faya-largeau,17.9257,19.1043,298.46,13,39,10.09,TD,2024-12-31
403,pineville,31.3224,-92.4343,288.11,78,0,4.12,US,2024-12-31
404,vilyuysk,63.7553,121.6247,229.85,97,100,0.87,RU,2024-12-31
405,soio,-6.1349,12.3689,302.08,73,100,5.11,AO,2024-12-31
406,labrador city,52.9463,-66.9114,273.81,98,100,17.43,CA,2024-12-31
407,luderitz,-26.6481,15.1594,295.76,60,0,10.6,NA,2024-12-31
408,turpan,42.9333,89.1667,266.07,44,20,1.01,CN,2024-12-31
409,solok,-0.7918,100.6593,294.8,91,53,1.49,ID,2024-12-31
410,hotan,37.0997,79.9269,270.7,48,90,0.71,CN,2024-12-31
411,kerema,-7.9631,145.7785,298.54,87,75,1.41,PG,2024-12-31
412,brisas barra de suchiate,14.55,-92.2167,299.14,71,97,1.68,MX,2024-12-31
413,swellendam,-34.0226,20.4417,300.91,31,0,6.12,ZA,2024-12-31
414,yuzhno-kurilsk,44.0306,145.8556,270.25,91,100,3.79,RU,2024-12-31
415,gunjur,13.2019,-16.7339,307.19,21,0,4.12,GM,2024-12-31
416,glennville,31.9366,-81.9285,288.03,73,0,4.25,US,2024-12-31
417,ixtapa,20.7,-105.2,293.28,77,75,2.57,MX,2024-12-31
418,swakopmund,-22.6833,14.5333,293.26,70,39,8.91,NA,2024-12-31
419,lobva,59.1854,60.5185,267.4,88,99,4.53,RU,2024-12-31
420,tanjung selor,2.8372,117.3642,296.88,98,56,0.6,ID,2024-12-31
421,calama,-22.4667,-68.9333,295.42,11,0,3.09,CL,2024-12-31
422,berdyaush,55.1619,59.1464,269.26,87,100,3.73,RU,2024-12-31
423,chardara,41.2547,67.9692,278.76,78,94,2.2,KZ,2024-12-31
424,sibolga,1.7427,98.7792,298.68,86,100,0.88,ID,2024-12-31
425,kristiansund,63.1115,7.732,271.51,86,75,2.57,NO,2024-12-31
426,harstad,68.799,16.5293,271.01,85,44,4.81,NO,2024-12-31
427,bor,56.3567,44.0669,272.11,96,100,3.06,RU,2024-12-31
428,katsuura,35.1333,140.3,280.91,48,8,10.33,JP,2024-12-31
429,black river,18.0264,-77.8487,299.37,62,46,0.73,JM,2024-12-31
430,oranjemund,-28.55,16.4333,294.04,67,0,7.57,NA,2024-12-31
431,estevan,49.1334,-102.9842,262.26,79,100,11.32,CA,2024-12-31
432,decorah,43.3033,-91.7857,272.66,100,100,5.14,US,2024-12-31
433,horta,38.5333,-28.6333,291.95,93,75,12.07,PT,2024-12-31
434,fale old settlement,-9.3852,-171.2468,301.27,76,56,4.39,TK,2024-12-31
435,altai,46.3722,96.2583,255.5,96,97,1.68,MN,2024-12-31
436,hithadhoo,-0.6,73.0833,300.25,73,76,5.66,MV,2024-12-31
437,holualoa,19.6228,-155.9522,293.63,76,0,1.54,US,2024-12-31
438,aliwal north,-30.6937,26.7114,305.73,18,100,6.14,ZA,2024-12-31
439,kralendijk,12.15,-68.2667,299.14,89,40,4.12,BQ,2024-12-31
440,at taj,24.2049,23.2857,290.08,30,81,5.63,LY,2024-12-31
441,wanning,18.8003,110.3967,291.46,72,100,3.19,CN,2024-12-31
442,minas de marcona,-15.2119,-75.1103,293.65,65,90,4.42,PE,2024-12-31
443,oamaru,-45.0784,170.9801,285.03,89,91,3.93,NZ,2024-12-31
444,mawlamyinegyunn,16.3833,95.2667,294.86,72,10,2.83,MM,2024-12-31
445,port douglas,-16.4833,145.4667,299.05,79,21,0.53,AU,2024-12-31
446,cuyo,10.8525,121.0086,300.56,83,53,3.28,PH,2024-12-31
447,jiagedaqi,50.4167,124.1167,246.34,100,57,1.47,CN,2024-12-31
448,nova vicosa,-17.8919,-39.3719,304.19,57,100,4.24,BR,2024-12-31
449,enewetak,11.3474,162.3373,300.62,77,9,7.89,MH,2024-12-31
450,susuman,62.7833,148.1667,242.05,99,98,0.65,RU,2024-12-31
451,soure,-0.7167,-48.5233,302.59,70,64,4.19,BR,2024-12-31
452,ocampo,21.65,-101.5,286.73,25,33,1.18,MX,2024-12-31
453,la'ie,21.6477,-157.9253,297.1,82,40,4.02,US,2024-12-31
454,kamloops,50.6665,-120.3192,273.7,80,100,4.12,CA,2024-12-31
455,long beach,33.767,-118.1892,285.18,97,100,0.89,US,2024-12-31
456,greytown,-29.0642,30.5928,296.7,75,90,3.11,ZA,2024-12-31
457,marine corps base hawaii - mcbh,21.4453,-157.7513,297.29,82,59,1.79,US,2024-12-31
458,nova sintra,14.8667,-24.7167,299.01,73,100,5.2,CV,2024-12-31
459,whakatane,-37.9585,176.9854,286.21,93,7,2.8,NZ,2024-12-31
460,mukalla,14.5425,49.1242,296.4,61,20,1.93,YE,2024-12-31
461,bejar,40.3864,-5.7634,284.03,45,1,0.89,ES,2024-12-31
462,newport,51.5877,-2.9984,285.62,81,100,11.8,GB,2024-12-31
463,kirov,58.5966,49.6601,269.64,92,100,4.95,RU,2024-12-31
464,buka,40.8108,69.1986,277.74,89,100,2.68,UZ,2024-12-31
465,pangody,65.85,74.4859,267.37,91,100,11.12,RU,2024-12-31
466,taungoo,18.9333,96.4333,293.57,67,2,1.42,MM,2024-12-31
467,hilo,19.7297,-155.09,294.88,99,75,0.89,US,2024-12-31
468,sabang,5.8933,95.3214,301.24,73,96,6.32,ID,2024-12-31
469,ciudad lazaro cardenas,17.9583,-102.2,297.03,49,76,1.43,MX,2024-12-31
470,visakhapatnam,17.69,83.2093,297.09,100,20,1.54,IN,2024-12-31
471,gadzhiyevo,69.2551,33.3362,271.84,79,100,8.83,RU,2024-12-31
472,lakhipur,26.0299,90.3041,290.48,60,0,1.61,IN,2024-12-31
473,meadow lake,34.8014,-106.5436,276.86,38,71,0.86,US,2024-12-31
474,onguday,50.75,86.15,255.84,99,46,1.33,RU,2024-12-31
475,island harbour,50.724,-1.2758,285.39,90,89,4.47,GB,2024-12-31
476,chonchi,-42.6128,-73.8092,288.77,59,78,2.4,CL,2024-12-31
477,kirakira,-10.4544,161.9205,299.17,87,20,2.07,SB,2024-12-31
478,zhanibek,49.4167,46.85,272.94,85,88,6.61,KZ,2024-12-31
479,fisterra,42.9049,-9.2629,285.16,68,1,5.39,ES,2024-12-31
480,inirida,3.8653,-67.9239,303.59,64,44,1.99,CO,2024-12-31
481,remiremont,48.0175,6.5882,275.09,84,77,2.04,FR,2024-12-31
482,andes,5.6561,-75.8788,295.94,74,83,1.37,CO,2024-12-31
483,uige,-7.6087,15.0613,296.35,86,100,0.47,AO,2024-12-31
484,palmer,42.1584,-72.3287,280.84,63,60,1.72,US,2024-12-31
485,wiwili,13.6268,-85.8254,297.58,88,100,1.78,NI,2024-12-31
486,beledweyne,4.7358,45.2036,304.99,26,33,5.2,SO,2024-12-31
487,luena,-11.7833,19.9167,297.2,67,74,2.98,AO,2024-12-31
488,bel ombre,-4.6167,55.4167,301.06,78,40,2.06,SC,2024-12-31
489,antsiranana,-12.2787,49.2917,298.6,87,100,1.84,MG,2024-12-31
490,santo antonio,-6.3106,-35.4789,307.99,36,79,7.49,BR,2024-12-31
491,saint joseph,39.7686,-94.8466,276.05,88,100,8.23,US,2024-12-31
492,aitape,-3.1374,142.3475,298.69,90,98,1.91,PG,2024-12-31
493,puerto baquerizo moreno,-0.9,-89.6,298.7,78,75,5.14,EC,2024-12-31
494,kenai,60.5544,-151.2583,270.45,65,20,8.75,US,2024-12-31
495,amuntai,-2.4177,115.2494,296.91,93,100,0.55,ID,2024-12-31
496,marquette,46.5333,-87.6335,273.17,89,100,1.79,US,2024-12-31
497,wynyard,-41.0,145.7167,283.25,80,0,0.89,AU,2024-12-31
498,lihue,21.9789,-159.3672,296.92,100,20,5.66,US,2024-12-31
499,omaruru,-21.4333,15.9333,308.19,15,28,5.92,NA,2024-12-31
500,luzino,54.9481,73.0353,263.02,92,75,6.0,RU,2024-12-31
501,luwuk,-0.9516,122.7875,296.97,90,94,0.56,ID,2024-12-31
502,abhar,36.1468,49.218,273.48,84,99,2.3,IR,2024-12-31
503,yerofey pavlovich,53.9667,121.9667,246.46,98,100,1.33,RU,2024-12-31
504,hassi messaoud,31.6804,6.0729,291.29,33,100,9.53,DZ,2024-12-31
505,mersa matruh,31.3525,27.2453,289.61,52,97,5.9,EG,2024-12-31
506,kisangani,0.5167,25.2,306.9,31,100,0.8,CD,2024-12-31
507,dao,11.3937,122.6856,297.38,94,99,0.83,PH,2024-12-31
508,kurumkan,54.3,110.3,254.74,94,71,1.78,RU,2024-12-31
509,tual,-5.6667,132.75,301.34,71,75,1.78,ID,2024-12-31
510,arteche,12.2645,125.4048,298.32,92,100,1.84,PH,2024-12-31
511,skwierzyna,52.5991,15.5065,275.32,74,11,4.24,PL,2024-12-31
512,haiku-pauwela,20.9219,-156.3051,295.95,90,40,7.2,US,2024-12-31
513,hechuan,29.9947,106.2572,283.21,66,0,1.37,CN,2024-12-31
514,labe,11.3182,-12.2833,303.54,13,0,2.84,GN,2024-12-31
515,libreville,0.3925,9.4537,302.0,72,97,3.63,GA,2024-12-31
516,usinsk,65.9939,57.5281,268.54,90,100,10.62,RU,2024-12-31
517,l'vovskiy,55.3142,37.5158,273.13,87,79,5.34,RU,2024-12-31
518,marseillan,43.3562,3.528,282.61,83,40,2.06,FR,2024-12-31
519,greenville,35.6127,-77.3663,287.16,84,0,1.79,US,2024-12-31
520,barranca,-10.75,-77.7667,295.7,73,62,3.08,PE,2024-12-31
521,barra de santo antonio,-9.4047,-35.5072,301.68,62,94,5.08,BR,2024-12-31
522,auki,-8.7676,160.7034,298.52,88,52,1.35,SB,2024-12-31
523,praia da vitoria,38.7333,-27.0667,289.76,90,100,11.5,PT,2024-12-31
524,at taraf,25.3628,49.725,293.45,56,100,6.1,SA,2024-12-31
525,santa ana,33.7456,-117.8678,284.68,93,100,1.54,US,2024-12-31
526,bichura,50.5881,107.6022,257.34,96,100,2.28,RU,2024-12-31
527,al jawf,29.5,38.75,284.66,40,20,0.71,SA,2024-12-31
528,mount pearl,47.5166,-52.7813,274.34,96,100,1.79,CA,2024-12-31
529,farsan,32.2569,50.561,274.2,68,1,3.01,IR,2024-12-31
530,aurora,39.7294,-104.8319,267.13,82,40,0.45,US,2024-12-31
531,ljusdal,61.8288,16.0913,261.59,90,63,1.47,SE,2024-12-31
532,montagu,-40.7667,144.9667,283.31,86,0,2.93,AU,2024-12-31
533,oistins,13.0667,-59.5333,302.2,48,20,7.2,BB,2024-12-31
534,cafayate,-26.073,-65.9761,297.89,51,3,2.9,AR,2024-12-31
535,papao,-17.75,-149.55,298.97,89,98,4.34,PF,2024-12-31
536,kodinsk,58.6881,99.1844,260.63,95,100,2.42,RU,2024-12-31
537,las piedras,-34.7264,-56.22,299.83,53,40,4.12,UY,2024-12-31
538,cascais,38.6979,-9.4215,289.68,57,20,3.13,PT,2024-12-31
539,nar'yan-mar,67.6713,53.087,267.83,92,100,11.57,RU,2024-12-31
540,maun,-19.9833,23.4167,301.13,78,75,1.54,BW,2024-12-31
541,opuwo,-18.0607,13.84,307.13,16,77,4.79,NA,2024-12-31
542,ternate,0.8,127.4,300.0,82,92,1.63,ID,2024-12-31
543,turkmenbasy,40.0222,52.9552,281.07,61,95,2.9,TM,2024-12-31
544,laminusa,5.5549,120.9136,301.76,70,99,1.58,PH,2024-12-31
545,strelka,58.0728,93.0344,262.58,95,100,2.77,RU,2024-12-31
546,altamira,-3.2033,-52.2064,302.52,70,100,1.92,BR,2024-12-31
547,gisborne,-38.6533,178.0042,287.94,76,94,6.57,NZ,2024-12-31
548,warmbad,-28.45,18.7333,306.9,10,0,6.92,NA,2024-12-31
549,forest,37.3638,-79.2897,281.46,94,75,2.57,US,2024-12-31
550,elliot lake,46.3834,-82.6331,272.97,75,95,1.63,CA,2024-12-31
551,sv. trojica v slov. goricah,46.5767,15.8769,271.12,100,100,2.06,SI,2024-12-31
552,midvagur,62.0511,-7.1939,271.61,64,75,7.72,FO,2024-12-31
553,darwin,-12.4611,130.8418,299.14,89,75,6.17,AU,2024-12-31
554,puerto escondido,15.85,-97.0667,297.61,78,40,3.09,MX,2024-12-31
555,alindao,5.0267,21.2088,310.95,11,7,3.48,CF,2024-12-31
556,khandyga,62.6667,135.6,226.9,97,33,0.21,RU,2024-12-31
557,adrian,41.8975,-84.0372,277.46,84,100,7.72,US,2024-12-31
558,bukama,-9.2,25.85,296.91,84,90,2.11,CD,2024-12-31
